id,created_at,lang,retweet_count,referenced_tweets_id,referenced_tweets_type,text,sent_label,sent_score,sadness,joy,fear,disgust,anger,qt_id,qt_text,sent_score_qt,sent_label_qt,sent_language_qt,sadness_qt,joy_qt,fear_qt,disgust_qt,anger_qt
1.3676E+18,,,,1.36758E+18,quoted,,neutral,0,0.274106,0.06078,0.188328,0.007329,0.015594,1.36758E+18,,-0.780875,negative,,0.348182,0.04414,0.516175,0.012643,0.040116
1.3676E+18,,,,1.36758E+18,quoted,,positive,0.491541,0.128764,0.306205,0.296701,0.041322,0.037269,1.36758E+18,,-0.780875,negative,,0.348182,0.04414,0.516175,0.012643,0.040116
1.3676E+18,,,,1.36754E+18,quoted,,neutral,0,0.173335,0.233865,0.19749,0.010464,0.032962,1.36754E+18,,0,neutral,,0.115306,0.703199,0.296941,0.014352,0.038218
1.3676E+18,,,,1.3676E+18,quoted,,neutral,0,0.321943,0.246232,0.211156,0.032242,0.038832,1.3676E+18,,-0.741266,negative,,0.361926,0.167185,0.394701,0.02747,0.080647
1.36761E+18,,,,1.36748E+18,quoted,,negative,-0.659538,0.144085,0.495443,0.112864,0.029901,0.061759,1.36748E+18,,-0.344064,negative,,0.157943,0.382817,0.115428,0.024833,0.041692
1.36763E+18,,,,1.36758E+18,quoted,,neutral,0,0.232092,0.443432,0.119272,0.021621,0.043949,1.36758E+18,,0,undeterminated,,0,0,0,0,0
1.36763E+18,,,,1.36763E+18,quoted,,positive,0.946174,0.076413,0.831463,0.095927,0.015544,0.02858,1.36763E+18,,-0.742333,negative,,0.318812,0.082911,0.504388,0.027801,0.032385
1.36765E+18,,,,1.36757E+18,quoted,,positive,0.482152,0.109112,0.716939,0.084447,0.029421,0.034546,1.36757E+18,,-0.854552,negative,,0.060213,0.246912,0.354775,0.005194,0.014022
1.36765E+18,,,,1.36759E+18,quoted,,positive,0.85648,0.16719,0.382548,0.206116,0.020932,0.032221,1.36759E+18,,0,neutral,,0.118958,0.454818,0.126339,0.014076,0.034267
1.36767E+18,,,,1.36767E+18,quoted,,negative,-0.587542,0.247838,0.218665,0.286415,0.038281,0.046069,1.36767E+18,,0,neutral,,0.335231,0.006732,0.552491,0.045372,0.023356
